,WMD
508,2.2323202287464747
509,2.096330220870768
510,1.9742645110693808
511,2.4184757570450865
512,2.8504588850599624
513,1.9375628387385215
514,1.5161234477827563
515,2.130255130469535
516,2.9071375125764662
517,2.338239771419464
518,1.6807964512317917
519,0.6801791445813606
520,1.9995661990376448
521,1.6702367389426391
522,3.2123698326794097
523,2.3414157974940126
524,2.4295425564407145
525,2.020903994699077
526,2.2360093318198624
527,1.1924201184156074
528,4.759870296911892
529,1.309116001513074
530,1.9791973319037088
531,1.6685940990266233
532,1.5027264020697393
533,2.1543729544749173
534,1.7109529366843506
535,1.727035981130446
536,2.3046742306353547
537,0.8884713190800839
538,1.3681814677505877
539,1.5302268940725146
540,1.0741667134540076
541,2.9018285540782762
542,1.5501114926815982
543,3.812143772977056
544,3.814358186171317
545,2.1532595965640846
546,2.2210810976968007
547,2.7429061422433043
548,1.5518047601774212
549,2.946525965504008
550,1.6767978034978281
551,3.7876330229704434
552,3.7756226401161
553,3.504122856013548
554,3.10314805941778
555,1.42563126523441
556,3.319865518084678
557,0.5911019543557479
558,4.056562128865936
559,2.255479660484662
560,3.2031507779725703
561,0.680576580418891
562,2.4370738449921303
563,1.6955201825923238
564,1.7682437984662935
565,1.0446122863567353
566,3.4765377063893674
567,1.434972273120532
568,1.2133931034222614
569,1.6947392993456347
570,1.4610362559189682
571,1.7892584765209092
572,1.9378373168092264
573,1.7829566680077031
574,2.4239116286671503
575,3.2485279935504865
576,4.683708934197475
577,1.3384429508805935
578,1.6612523598853086
579,2.3660488156669532
580,1.9189883896130988
581,3.320609091344376
582,1.2721169823426288
583,1.2794992874293587
584,2.697867745306741
585,2.115440064732525
586,0.8078748558226595
587,2.531426422709312
588,3.1440852601355553
589,1.6042636369881955
590,0.6729182492541784
591,4.4504126703529785
592,5.545702559084158
593,1.8181954725661942
594,2.917714737465621
595,2.08449960850198
596,2.5854609998319233
597,1.7173099400224192
598,1.812012027543436
599,2.4482613903639807
600,2.7819178136620164
601,2.8143067755895386
602,1.598076487703324
603,1.6743264486135847
604,3.3865812419508527
605,2.5008840172135045
606,2.325845808942648
607,2.2891972339026223
608,2.054556186889184
609,1.3731157196904402
610,1.5608657275202096
611,2.742720153722762
612,1.7157718001050657
613,1.6693946602217442
614,1.5422188029569004
615,1.6739061160559985
616,2.214628466379914
617,1.9353119517170971
618,2.196500775764045
619,2.0453185774302862
620,1.8077355730432252
621,2.8838558102639413
622,3.0582218150713922
623,1.1022054831997707
624,2.632960490645812
625,1.7043451212304874
626,0.9403682275451604
627,3.7380127460983164
628,2.676922989243655
629,2.86168850060282
630,3.3771408401118315
631,4.215466459838677
632,2.305792366360964
633,1.7965377622262189
634,1.6415777485314558
635,1.3808179383626884
636,1.5789576272860548
637,2.0569174497151868
638,1.5052865769127608
639,2.2248601873820193
640,2.0322864380304644
641,1.384991924524663
642,2.1286679473883385
643,1.7287959318073671
644,1.414481107539968
645,1.0134601163794443
646,2.244041391326126
647,2.8839410965592984
648,2.768376885998047
649,2.3887525054985197
650,1.2353058727697976
651,4.052112674956218
652,1.9385271460453275
653,2.933732704081129
654,2.356402633094176
655,1.5813594522887535
656,3.0958585077134964
657,3.140293292376648
658,1.5950448423892
659,1.6738400564939273
660,2.4638101698505537
661,2.5186809897807745
662,1.7527817004091806
663,1.5348899492955448
664,4.450614498912484
665,1.0728945429498815
666,2.535421755176911
667,0.8216099514790198
668,3.8635443886778216
669,3.5035751766628636
670,1.5628496867874218
671,3.3783655664551064
672,1.6334933328592525
673,3.5657733110996253
674,1.5823905323948873
675,1.887880545105616
676,3.569575153673712
677,3.0704882200996577
678,2.6642377742661734
679,1.4103451602591408
680,1.8861380283567464
681,2.6812260250475526
682,2.8648767029882123
683,2.2138152085463494
684,3.023503578851252
685,1.843434086718973
686,1.483022683674849
687,1.509600684244536
688,3.98061507440428
689,0.5770566686267852
690,3.972316567299744
691,1.6587455253688093
692,1.3704012681938194
693,2.035438180545449
694,1.41180314788602
695,2.220107690699022
696,1.5975262590615698
697,4.278418369594907
698,3.1144038258758355
699,2.3982419847863663
700,0.8748736641414119
701,1.6345812174643752
702,1.6776131125883404
703,3.1401417292164213
704,3.6252506284640496
705,2.2909901947783973
706,1.110133559568045
707,1.667530532010563
708,3.448590057176252
709,1.6408927565566884
710,1.918059143005164
711,1.1270223963852442
712,2.4783629430925758
713,3.7395998394402334
714,1.1008445920564858
715,2.090654900558644
716,3.5386184237873817
717,2.1416886071327443
718,1.4433991558127413
719,2.002569850161485
720,1.3587340022506018
721,1.7636422799450684
722,2.322892111794233
723,1.4547504427253808
724,1.8550972873167035
725,3.2503590692699933
726,3.7754492579337438
727,1.8353676655590818
728,2.1513935043632517
729,1.666344219630165
730,3.5821038034040145
731,4.391881402917161
732,2.263545757899373
733,0.6837581730863673
734,1.7680284519652378
735,3.1707509791437536
736,2.2361896422556518
737,3.47017655622702
738,2.5670916047218078
739,2.801929064333709
740,2.4885226790427364
741,2.368322486192875
742,1.1554509435624618
743,1.7290890508235364
744,4.270706076311947
745,1.946217570452596
746,2.4695259607461884
747,1.1333972425084833
748,2.6723374900740557
749,2.5380429617905094
750,4.047356972291953
751,1.6735444917042508
752,1.6395219920394026
753,2.419770215175457
754,0.996284385097006
755,4.0903287014085965
756,3.2094924410785604
757,1.809077469336317
758,1.7209515270443383
759,0.8159369427694073
760,1.2928761337617458
761,2.6299595479787383
762,2.9436706907719237
763,2.8147858765871208
764,3.153881496269825
765,0.7601178861789595
766,1.7135827069695155
767,2.4894099736266133
768,1.208825582268675
769,2.4075743128872125
770,2.4113975035716457
771,1.9239006893178576
772,2.5846535529849244
773,1.5187840324027908
774,2.05648997535545
775,3.0741007595225938
776,1.0562696018682851
777,2.654255313251588
778,1.077981828819498
779,2.7606911749537866
780,3.3078533227982305
781,1.3768777741265958
782,1.3327261829403556
783,3.210078453127992
784,2.023157207543933
785,1.3890582424760067
786,1.7647869802600802
787,1.8769230124568936
788,3.6871902855871217
789,3.4393636846545443
790,1.89224909146058
791,3.670377335103097
792,4.200807093510289
793,2.03804122499244
794,1.88997600570598
795,2.1271132601845992
796,1.9781207504032183
797,2.6592485805344603
798,3.4853686535099637
799,1.5266010235711538
800,2.402155414372225
801,0.8107779225829812
802,4.0629942449928125
803,3.4771821260536
804,2.3537205533139
805,2.3748496959340266
806,3.579308918211745
807,2.6588256142444617
808,3.3871742470219863
809,1.3464601742992401
810,2.5314374278241893
811,2.5220415759469588
812,2.5769560989598266
813,3.0658281570070582
814,1.4790538886579223
815,2.0370905340129233
816,1.975503597856232
817,3.8881557535974984
818,2.1194835340661213
819,1.1456932657080672
820,2.2605569220907533
821,0.7627965483069851
822,0.7904891707369868
823,2.453381801355791
824,2.3194853211253115
825,2.9323267571192155
826,1.7089093120479748
827,1.3482394068304413
828,2.9555097537301345
829,1.713292010536838
830,2.7075174478121853
831,2.0546153256474677
832,2.684828646514416
833,2.5723397458922683
834,1.4568530497329462
835,2.433590078504732
836,2.942779539619411
837,1.4901547665440908
838,4.220531842613046
839,1.9284844808600787
840,2.0728827443166584
841,2.288771151658327
842,0.7503768210633792
843,2.400997698071324
844,0.9059715458799594
845,1.8452855059896176
846,3.474176426823057
847,2.822153791222557
848,4.509385696802363
849,1.9826099167997848
850,2.303633561384275
851,1.9383565663375628
852,2.4841904624945115
853,1.387921798203911
854,1.1955468504515472
855,2.692251714337605
856,2.48493903135653
857,0.780963232052068
858,0.6732260477771759
859,4.087714251133998
860,1.9471250220025496
861,1.2669934883587357
862,1.5569617248292538
863,2.1036075206483615
864,1.6283462845860108
865,3.963414173395384
866,2.2070010512479894
867,2.4486249720175914
868,1.5114997401433792
869,1.5295582888972543
870,1.4660387438224134
871,2.2289812617568106
872,1.3251453990449789
873,2.917643634332771
874,1.3137067791891202
875,4.111502315665964
876,2.375319438380362
877,2.765476184665733
878,1.7656213079843022
879,1.1970480994061974
880,2.1393885225047127
881,3.767523274582
882,1.7012953447103174
883,2.4709843150638635
884,1.5626305615724416
885,2.577088136571455
886,1.56944345377876
887,1.4352022901789705
888,2.5254058340040326
889,2.252682915164862
890,1.8493353355184168
891,1.7533620105976966
892,3.0154681626388817
893,1.5964479024917957
894,2.790698188536074
895,2.359642967166316
896,1.2053844541968524
897,1.2055294121337576
898,1.0848586451238935
899,2.243610658128126
900,0.7058755921611323
901,1.5800297610906795
902,1.6263364941078808
903,1.9198336048409037
904,1.6573641441768336
905,1.2290478670378655
906,3.0676826664192616
907,2.5687978320817955
908,0.8764527103748834
909,3.5475280849834387
910,1.689025352591202
911,2.079006429364708
912,1.9603110931025558
913,2.8886118551501614
914,1.9311733121467765
915,2.6387163146831365
916,3.0186295915057526
917,4.512274536952876
918,3.9098045842757294
919,1.4449463832801472
920,3.735317831799744
921,2.4668508924279773
922,1.9927193887242955
923,2.2761723104086893
924,1.111889845663478
925,1.6116202871959115
926,1.6505277282324695
927,3.815961033204856
928,2.919926459932661
929,2.56635129980321
930,2.3947202383091666
931,2.2981141738023463
932,2.669357661176138
933,1.4058912751827737
934,0.6932120452657438
935,1.0098430262246132
936,1.3751167526268628
937,2.8793500441536968
938,1.883831036198509
939,0.5770569382108787
940,2.0825350900208943
941,2.2749002452838054
942,1.5723837180285989
943,1.4912389765397178
944,3.30160444618149
945,0.9178187974753412
946,0.8998308819354592
947,0.525362710965609
948,1.45097823703099
949,0.9890066829069158
950,1.5237670673482078
951,1.1672603530217218
952,1.90197702722562
953,1.2513828190580738
954,3.2101445444455683
955,2.350336880149656
956,2.326556164425272
957,4.267677301322446
958,0.9050494583035428
959,3.267935920481101
960,2.8087565341781278
961,0.7904294489730697
962,2.7097872264878986
963,2.950880006197611
964,0.4488227133194769
965,3.3430254107025945
966,1.8793780800371516
967,1.3531548459383913
968,1.4599844646256073
969,2.0259424615787647
970,4.005187848632985
971,2.525500048032243
972,2.067551275971016
973,3.3729303715722136
974,0.8003763705447389
975,1.8675201953204168
976,2.6576640264427662
977,0.9469981781226251
978,2.044870494849317
979,1.4232944448457585
980,3.229709827277625
981,1.333115101515013
982,1.0731554925727191
983,1.8956098026974932
984,1.6558082652709554
985,3.0930485978300464
986,2.244915304907279
987,1.9919219896288365
988,1.3327667616772014
989,1.901683556704325
990,1.5552856722846975
991,3.1333662432091205
992,2.217937203807536
993,1.3408866467177103
994,2.013164891785584
995,2.3959642671646524
996,1.1255588416094588
997,2.560768232981586
