,1-gram_overlap
481,0.5714285714285714
482,0.4
483,0.0
484,0.5
485,0.3333333333333333
486,0.0
487,0.6666666666666666
488,0.5714285714285714
489,0.25
490,0.3333333333333333
491,0.4
492,0.0
493,0.3333333333333333
494,0.2857142857142857
495,0.4
496,0.5
497,0.6
498,0.8
499,0.6666666666666666
500,0.8888888888888888
501,0.0
502,0.75
503,0.5
504,0.75
505,0.5714285714285714
506,0.75
507,0.8
508,0.5714285714285714
509,0.0
510,0.0
511,0.5
512,0.4
513,0.0
514,0.75
515,0.5714285714285714
516,0.0
517,0.5714285714285714
518,0.5
519,0.9090909090909092
520,0.4
521,0.6666666666666666
522,0.2857142857142857
523,0.75
524,0.5
525,0.3333333333333333
526,0.5
527,0.8
528,0.3333333333333333
529,0.8
530,0.5714285714285714
531,0.6666666666666666
532,0.75
533,0.0
534,0.5454545454545454
535,0.4444444444444444
536,0.3333333333333333
537,0.2857142857142857
538,0.75
539,0.6666666666666666
540,0.6666666666666666
541,0.0
542,0.4
543,0.2857142857142857
544,0.3333333333333333
545,0.5
546,0.2857142857142857
547,0.5714285714285714
548,0.6666666666666666
549,0.3333333333333333
550,0.6666666666666666
551,0.0
552,0.4
553,0.0
554,0.0
555,0.6666666666666666
556,0.5714285714285714
557,0.5714285714285714
558,0.0
559,0.3333333333333333
560,0.2857142857142857
561,0.8
562,0.2857142857142857
563,0.0
564,0.4
565,0.8
566,0.3333333333333333
567,0.5
568,0.5
569,0.3333333333333333
570,0.3333333333333333
571,0.5
572,0.5714285714285714
573,0.3333333333333333
574,0.0
575,0.5714285714285714
576,0.3333333333333333
577,0.6666666666666666
578,0.4
579,0.6666666666666666
580,0.5
581,0.0
582,0.8888888888888888
583,0.75
584,0.0
585,0.3333333333333333
586,0.6666666666666666
587,0.0
588,0.5
589,0.6666666666666666
590,0.0
591,0.0
592,0.0
593,0.5714285714285714
594,0.3333333333333333
595,0.4
596,0.4
597,0.3333333333333333
598,0.8
599,0.6666666666666666
600,0.0
601,0.0
602,0.6666666666666666
603,0.4
604,0.3333333333333333
605,0.5714285714285714
606,0.6666666666666666
607,0.5
608,0.4
609,0.6666666666666666
610,0.6666666666666666
611,0.5
612,0.75
613,0.8
614,0.6666666666666666
615,0.6666666666666666
616,0.5714285714285714
617,0.5714285714285714
618,0.4
619,0.3333333333333333
620,0.5
621,0.6666666666666666
622,0.6666666666666666
623,0.8
624,0.6666666666666666
625,0.6
626,0.5714285714285714
627,0.3333333333333333
628,0.0
629,0.3333333333333333
630,0.4
631,0.3333333333333333
632,0.5714285714285714
633,0.8
634,0.6666666666666666
635,0.6666666666666666
636,0.5
637,0.5
638,0.5
639,0.4
640,0.75
641,0.6666666666666666
642,0.8
643,0.0
644,0.5714285714285714
645,0.75
646,0.0
647,0.0
648,0.25
649,0.0
650,0.5714285714285714
651,0.0
652,0.2857142857142857
653,0.3333333333333333
654,0.4444444444444444
655,0.4
656,0.5
657,0.6666666666666666
658,0.75
659,0.5714285714285714
660,0.5
661,0.0
662,0.2857142857142857
663,0.8
664,0.0
665,0.8
666,0.0
667,0.75
668,0.3333333333333333
669,0.0
670,0.4
671,0.0
672,0.6666666666666666
673,0.0
674,0.5
675,0.5
676,0.5714285714285714
677,0.3333333333333333
678,0.4
679,0.5714285714285714
680,0.6666666666666666
681,0.3333333333333333
682,0.4
683,0.4
684,0.3333333333333333
685,0.3333333333333333
686,0.5
687,0.5714285714285714
688,0.0
689,0.6666666666666666
690,0.5
691,0.25
692,0.5714285714285714
693,0.75
694,0.6666666666666666
695,0.5
696,0.5
697,0.2857142857142857
698,0.3333333333333333
699,0.2857142857142857
700,0.9090909090909092
701,0.5
702,0.6666666666666666
703,0.4
704,0.0
705,0.6666666666666666
706,0.3333333333333333
707,0.5714285714285714
708,0.0
709,0.0
710,0.5714285714285714
711,0.4
712,0.5
713,0.0
714,0.6666666666666666
715,0.0
716,0.3333333333333333
717,0.75
718,0.6666666666666666
719,0.6666666666666666
720,0.5714285714285714
721,0.5
722,0.6666666666666666
723,0.8571428571428571
724,0.5
725,0.3333333333333333
726,0.5714285714285714
727,0.6666666666666666
728,0.5
729,0.25
730,0.0
731,0.2857142857142857
732,0.0
733,0.6666666666666666
734,0.3333333333333333
735,0.5
736,0.4
737,0.0
738,0.75
739,0.25
740,0.5
741,0.5714285714285714
742,0.75
743,0.8
744,0.25
745,0.4
746,0.2857142857142857
747,0.3333333333333333
748,0.25
749,0.4
750,0.2857142857142857
751,0.5714285714285714
752,0.6666666666666666
753,0.0
754,0.6666666666666666
755,0.8
756,0.4
757,0.4
758,0.5
759,0.8333333333333334
760,0.0
761,0.4
762,0.5
763,0.3333333333333333
764,0.4
765,0.9090909090909092
766,0.5714285714285714
767,0.5
768,0.5
769,0.6666666666666666
770,0.0
771,0.3333333333333333
772,0.3333333333333333
773,0.0
774,0.5714285714285714
775,0.3333333333333333
776,0.75
777,0.4
778,0.5
779,0.0
780,0.3333333333333333
781,0.4
782,0.6666666666666666
783,0.3333333333333333
784,0.4
785,0.6
786,0.5714285714285714
787,0.0
788,0.4
789,0.5
790,0.0
791,0.0
792,0.3333333333333333
793,0.4
794,0.6666666666666666
795,0.5
796,0.6666666666666666
797,0.5
798,0.0
799,0.6666666666666666
800,0.4
801,0.75
802,0.5
803,0.0
804,0.6666666666666666
805,0.4
806,0.6666666666666666
807,0.5
808,0.3333333333333333
809,0.5
810,0.5714285714285714
811,0.5
812,0.6666666666666666
813,0.3333333333333333
814,0.0
815,0.0
816,0.4
817,0.2857142857142857
818,0.3333333333333333
819,0.5714285714285714
820,0.5714285714285714
821,0.8
822,0.7272727272727273
823,0.5714285714285714
824,0.75
825,0.3333333333333333
826,0.5
827,0.4444444444444444
828,0.3333333333333333
829,0.4
830,0.4
831,0.6666666666666666
832,0.0
833,0.4
834,0.0
835,0.5714285714285714
836,0.0
837,0.8
838,0.3333333333333333
839,0.5
840,0.5714285714285714
841,0.6666666666666666
842,0.9090909090909092
843,0.0
844,0.75
845,0.5
846,0.0
847,0.0
848,0.4
849,0.75
850,0.0
851,0.5714285714285714
852,0.5714285714285714
853,0.5
854,0.75
855,0.4
856,0.2857142857142857
857,0.6666666666666666
858,0.75
859,0.6666666666666666
860,0.4
861,0.4
862,0.0
863,0.0
864,0.75
865,0.3333333333333333
866,0.4
867,0.2857142857142857
868,0.5714285714285714
869,0.75
870,0.6
871,0.4
872,0.8
873,0.6666666666666666
874,0.8
875,0.0
876,0.3333333333333333
877,0.3333333333333333
878,0.4
879,0.3333333333333333
880,0.0
881,0.2857142857142857
882,0.4
883,0.6666666666666666
884,0.3333333333333333
885,0.4
886,0.6666666666666666
887,0.0
888,0.5714285714285714
889,0.5714285714285714
890,0.4
891,0.0
892,0.4444444444444444
893,0.4444444444444444
894,0.0
895,0.0
896,0.5
897,0.5
898,0.0
899,0.3333333333333333
900,0.8
901,0.0
902,0.4
903,0.4
904,0.0
905,0.3333333333333333
906,0.5
907,0.5714285714285714
908,0.5
909,0.3333333333333333
910,0.5
911,0.5
912,0.5
913,0.5
914,0.4
915,0.5
916,0.2222222222222222
917,0.3333333333333333
918,0.3333333333333333
919,0.8
920,0.0
921,0.25
922,0.8
923,0.3333333333333333
924,0.4
925,0.5
926,0.3333333333333333
927,0.2857142857142857
928,0.0
929,0.3333333333333333
930,0.6666666666666666
931,0.5
932,0.4444444444444444
933,0.8333333333333334
934,0.6666666666666666
935,0.6666666666666666
936,0.4444444444444444
937,0.0
938,0.6666666666666666
939,0.6666666666666666
940,0.4444444444444444
941,0.0
942,0.6666666666666666
943,0.6666666666666666
944,0.3333333333333333
945,0.0
946,0.75
947,0.8333333333333334
948,0.6666666666666666
949,0.5714285714285714
950,0.8571428571428571
951,0.0
952,0.3333333333333333
953,0.6666666666666666
954,0.0
955,0.3333333333333333
956,0.0
957,0.3333333333333333
958,0.2857142857142857
959,0.4444444444444444
960,0.4
961,0.6666666666666666
962,0.5714285714285714
963,0.0
964,0.75
965,0.3333333333333333
966,0.0
967,0.2222222222222222
968,0.6666666666666666
969,0.8333333333333334
970,0.3333333333333333
971,0.0
972,0.6666666666666666
973,0.2857142857142857
974,0.75
975,0.5714285714285714
976,0.6666666666666666
977,0.6666666666666666
978,0.6666666666666666
979,0.6666666666666666
980,0.5714285714285714
981,0.5
982,0.5
983,0.5
984,0.5714285714285714
985,0.4444444444444444
986,0.0
987,0.4
988,0.4
989,0.0
990,0.6666666666666666
991,0.2857142857142857
992,0.5
993,0.5714285714285714
994,0.0
995,0.2857142857142857
996,0.6666666666666666
997,0.4
